customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5455-YLOFD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,21.01,No
4455-FONRW,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.27,660.88,No
9765-KDYQZ,Male,1,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.91,1527.79,No
9788-AKWDV,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.73,607.18,No
6328-CQMJG,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,78.54,2161.14,No
1287-VIXBO,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),101.16,4883.36,No
4820-FLGRS,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),93.56,6435.61,No
5362-PJSTA,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,93.36,6538.39,No
6364-TGWEP,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.58,4145.68,No
9854-VJPQJ,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,209.76,No
4165-WZBGB,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.26,2045.81,No
5129-YTGEN,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.74,800.49,No
9713-TMYRC,Male,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,100.35,4627.36,No
5054-JIIOO,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.45,2756.75,No
7220-ESITI,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.57,4375.98,No
2884-HWATY,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.95,5912.98,No
5101-NGLHM,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,108.51,7221.84,No
1380-SUAOQ,Female,0,No,No,59,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,69.95,4119.0,No
2176-MAAER,Female,1,Yes,No,49,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,69.52,3453.6,No
1207-EMRLL,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.25,3037.69,No
6744-RYBHB,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),60.92,242.73,No
9267-TZAAK,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.15,2888.18,No
4367-KKNIX,Male,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.36,1036.4,No
3070-ONFLK,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,94.7,1474.21,No
9686-IREGY,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.15,1040.77,No
7540-RCTMN,Female,0,No,Yes,7,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.44,807.57,Yes
2027-WQXLA,Male,1,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.12,370.49,Yes
2040-OSABN,Male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.59,688.27,No
9179-SBPOY,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,95.58, ,Yes
9679-SHJJP,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,74.44,2803.19,No
5336-RSAFN,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.15,2787.45,No
6521-SLNZJ,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.86,252.59,Yes
8131-HOUZM,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.79,509.64,No
1541-SFAZK,Male,1,Yes,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.7,764.51,Yes
8562-CSDUJ,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.06,1108.73,No
3884-LCPVO,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,476.93,No
1828-DZMEG,Male,0,Yes,Yes,46,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2522.22,No
4871-GTBOL,Female,0,Yes,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,59.06,739.86,No
4626-MATNX,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),72.99,3190.31,No
7351-JZTOK,Male,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,42.46,2390.28,No
9120-VIPGN,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.32,5966.71,Yes
9399-VPYQJ,Male,0,No,Yes,35,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),47.86,1620.1,No
6688-QQBHF,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,90.18,766.32,No
6836-AIHTX,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.23, ,No
9262-UBDHF,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.74,4644.25,No
5930-YRFJT,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.1,186.66,No
2355-FSHKC,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),71.52,3298.75,No
2847-GMKJQ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.03,104.41,No
3699-VALQD,Female,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,81.64,5723.92,Yes
9641-FREZY,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.46,6788.31,No
3856-VOOPI,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.8,799.83,No
1443-AGZFW,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,43.81,1395.12,No
7965-ZXFGC,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.47,514.44,Yes
4040-EQPMM,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,86.77,4174.75,No
2471-GTHFL,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,92.44,6228.92,No
8113-DIGOU,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.93,1113.45,Yes
8359-GVXVA,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,51.95,0.13,Yes
2422-XGQAP,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),67.85,252.27,No
6137-INDKY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),92.94,135.77,Yes
3936-FANSJ,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,87.25,4646.2,No
6361-GOSBO,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,84.93,2090.44,Yes
8066-ANGMI,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.76,249.65,No
2749-TEUEF,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.95,2093.31,No
7822-GXJTQ,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.0,2417.13,No
9737-NEMHF,Female,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,105.26,1067.46,No
4652-ULYRI,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.53,1210.89,No
2384-EAOQL,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.4,5330.29,No
6744-OJVGR,Female,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,393.96,No
9713-NJPHM,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.77,5647.73,No
1507-OBITW,Female,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.65,419.1,Yes
1662-QCBYW,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,980.0,No
6200-HNNGK,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.38,2093.73,No
4782-URBNV,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.68,497.75,No
1800-BQCYK,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.68,6960.02,Yes
8558-OANDJ,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.35,67.44,No
8850-YXLAJ,Female,0,No,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),52.88,3046.24,No
4180-BKYUQ,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),48.23,1188.78,No
2220-CUYUF,Male,1,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),58.13,837.72,Yes
9661-BZRNP,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.79,2073.27,No
2904-XNYLZ,Male,1,No,Yes,26,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,55.96,1456.51,Yes
1822-OKDEO,Male,1,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50.47,567.82,No
2286-CFTHS,Male,0,No,No,50,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,74.93,3699.82,No
9152-ZJVDE,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.64,477.94,Yes
7804-FUWAT,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.21,3153.59,Yes
1408-GUGPX,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.86,1313.59,Yes
7164-UXDSI,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.75,1687.72,No
4709-YCBRF,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,97.3,3393.61,No
5129-RGVVS,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),107.47,6811.75,No
2185-LWGRY,Male,1,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.67,3538.61,No
3639-HYAHC,Male,1,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.84,152.44,Yes
6871-BKYSG,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.46,1933.11,No
1915-KHYYG,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.6,1489.61,Yes
5830-EOGWA,Male,0,No,No,53,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),66.7,3555.03,No
5157-OBDOR,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.94,239.48,Yes
5253-ZXJID,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),69.34,3697.49,No
5907-JEHFK,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,87.0,3459.3,Yes
9355-YYGUQ,Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.04,4456.4,No
7289-CKLOE,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.6,629.01,No
2767-DLRKI,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,106.32,6847.08,Yes
1885-FMFCN,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.74,994.81,No
2550-OFBAL,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,96.99,2858.13,No
6627-YNKVP,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.68,1195.36,Yes
1612-VEWVF,Female,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),103.43,3235.38,No
9135-BUCGB,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.2,2635.67,No
1056-AEXBA,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.3,727.94,No
2931-JVGKW,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,65.89, ,No
7317-MCGYM,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.31,456.14,Yes
1504-BNESR,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.22,1523.95,Yes
9268-LBOKX,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,71.33, ,No
9007-OUAWD,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,71.58,4203.35,Yes
9076-EQDSA,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,108.59,787.64,No
8392-PBGUK,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.51,1298.09,No
9189-VPNIJ,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.96,651.15,No
9254-LVVEN,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.35,410.69,No
2061-UTRSC,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.46,1346.56,No
3684-RSPID,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.91,916.19,Yes
3225-RAPJA,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),72.28,477.9,Yes
5277-FOKUL,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),93.71,3395.68,No
6990-ZUMQK,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),71.83,441.15,No
1261-GARHU,Male,1,No,Yes,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.05,296.85,Yes
1726-ICJGP,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),82.95,5555.64,Yes
9923-ACJBH,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.32,16.54,No
1934-WAWFP,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),72.81,3714.39,No
3451-UIPTO,Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.07,1259.14,No
1808-QTPOD,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.74,1604.14,No
5053-FRMIW,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.96,1855.34,No
4651-EILXM,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.97,731.64,No
7074-HVDBU,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.43,1618.2,No
8378-ZFPYL,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,60.36,3168.48,No
1952-JNEAI,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,78.53,4881.38,No
5645-SYXTA,Male,1,No,Yes,41,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.81,2271.79,Yes
3123-QZXTG,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,5677.27,No
8039-TMXRW,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.04,4674.82,Yes
4678-MHVIG,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),101.85,1960.44,No
1466-FRSQK,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.17,1513.61,No
1331-RKPOD,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.46,520.09,No
9301-BFLEG,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,3662.77,Yes
6502-ROHLP,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.64,3733.88,No
1643-DXMBP,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),61.43,3385.61,No
8234-IAHJA,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,767.01,Yes
4270-JQZNX,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.7,1254.39,Yes
4297-PWNZW,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,60.19,120.11,No
3437-RBMGQ,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),94.97,3213.18,No
3971-WJIUT,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),68.74,2482.21,No
5178-VTSJC,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.19,578.72,No
4995-ZNRUM,Female,0,Yes,Yes,55,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.09,2819.65,No
3438-KWDEC,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.84,2762.19,Yes
7523-KTWDB,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.16,1312.3,No
3840-WLPJW,Female,1,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,87.53,1786.15,No
2087-VGCEI,Female,1,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.18,1093.54,No
6227-TZTQG,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.18,190.88,No
7901-CGSGU,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,73.96,540.69,No
2149-KRVME,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.47,224.46,Yes
3370-OWIPW,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.18,6056.23,No
9732-IBXDE,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.76,1681.58,No
7806-SDNWO,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,79.59,853.17,Yes
4368-WKNRP,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.46,1062.34,No
5927-CLHHQ,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.49,3906.57,Yes
9158-OJLHY,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,57.1,39.55,No
3652-PYVJI,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.57,1185.03,No
3788-GRBVI,Male,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,59.48,956.9,Yes
4604-IZMGS,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,102.3,4583.66,No
1631-EVTUP,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),95.0,5734.91,No
1101-XSOPN,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.23,275.53,Yes
7639-SJRUW,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.32,103.89,No
2206-MNNFT,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.27,673.05,No
8579-YNWUD,Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.66,98.91,Yes
1959-TKAXE,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.88,4025.21,No
2976-RURNO,Female,0,Yes,No,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.34,3470.37,No
5722-ZPVYX,Male,0,Yes,No,36,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.18,1989.15,No
5278-TAQIP,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.29,1033.01,No
1710-OIFKG,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),75.28,824.04,No
